generation,state,gender,category,merchant_target,amt_ly,amt_ty,amt_diff,amt_growth_ctc,amt_ty_peer,amt_ly_peer,amt_diff_peer,amt_growth_ctc_peer,merchant_peer,amt_growth_ctc_diff
Boomer,FL,F,grocery_pos,fraud_Kilback LLC,0.0,0.0,0.0,0.0,279.01021084489946,152.07738579014102,126.93282505475844,0.0012209517634558424,ex-fraud_Kilback LLC,-0.0012209517634558424
Boomer,FL,M,food_dining,,,,,,319.66190476190474,153.84692858900885,165.81497617289588,0.0015949545555166563,ex-fraud_Kilback LLC,-0.0015949545555166563
Boomer,FL,M,grocery_pos,fraud_Kilback LLC,93.255,1116.96,1023.705,0.01135980063746233,322.8830213985624,133.95134493708105,188.93167646148135,0.0018173113491234533,ex-fraud_Kilback LLC,0.009542489288338877
Boomer,GA,F,food_dining,fraud_Kilback LLC,59.815,0.0,-59.815,-0.0006637522285519844,226.70684278604034,117.61448969711203,109.0923530889283,0.0010493463832228888,ex-fraud_Kilback LLC,-0.001713098611774873
Boomer,GA,F,grocery_pos,fraud_Kilback LLC,258.145,0.0,-258.145,-0.002864571078150163,465.9784083418104,192.71742588969934,273.2609824521111,0.0026284649243775234,ex-fraud_Kilback LLC,-0.005493036002527686
Boomer,GA,M,food_dining,,,,,,54.16099098805517,11.71,42.45099098805517,0.0004083310387597098,ex-fraud_Kilback LLC,-0.0004083310387597098
Boomer,GA,M,grocery_pos,,,,,,96.37235498204147,69.64394626192733,26.728408720114146,0.0002570973879066635,ex-fraud_Kilback LLC,-0.0002570973879066635
Boomer,IA,F,food_dining,fraud_Kilback LLC,43.04074926412296,0.0,-43.04074926412296,-0.00047761252599864246,100.57734106691632,36.26989756952803,64.30744349738829,0.0006185656587064969,ex-fraud_Kilback LLC,-0.0010961781847051394
Boomer,IA,F,grocery_pos,fraud_Kilback LLC,171.73499999999999,342.36,170.62500000000003,0.0018933833318846838,248.5840353477511,131.50918609510796,117.07484925264313,0.0011261290654302895,ex-fraud_Kilback LLC,0.0007672542664543943
Boomer,IA,M,food_dining,fraud_Kilback LLC,52.650000000000006,0.0,-52.650000000000006,-0.0005842439995529881,279.6854310668985,123.31760505657576,156.36782601032274,0.001504083540508128,ex-fraud_Kilback LLC,-0.002088327540061116
Boomer,IA,M,grocery_pos,fraud_Kilback LLC,276.5936436464531,0.0,-276.5936436464531,-0.0030692911037974867,899.7329590469758,467.1263236170332,432.60663542994257,0.004161191828693853,ex-fraud_Kilback LLC,-0.007230482932491339
Boomer,ID,F,food_dining,fraud_Kilback LLC,0.0,0.0,0.0,0.0,147.79466666666667,44.59656011812601,103.19810654854066,0.0009926503260396882,ex-fraud_Kilback LLC,-0.0009926503260396882
Boomer,ID,F,grocery_pos,,,,,,110.83,70.33749757424803,40.492502425751965,0.000389492569964734,ex-fraud_Kilback LLC,-0.000389492569964734
Boomer,ID,M,food_dining,,,,,,130.92851000850584,53.33,77.59851000850584,0.0007464108483803048,ex-fraud_Kilback LLC,-0.0007464108483803048
Boomer,ID,M,grocery_pos,fraud_Kilback LLC,113.14500000000001,0.0,-113.14500000000001,-0.0012555420195521907,104.94989137481544,53.46767086448274,51.482220510332695,0.0004952013625442969,ex-fraud_Kilback LLC,-0.0017507433820964876
Boomer,IL,F,food_dining,fraud_Kilback LLC,0.0,171.44,171.44,0.0019024271848692169,58.9988919669012,62.02308071568807,-3.0241887487868695,-2.9089312274124215e-05,ex-fraud_Kilback LLC,0.0019315164971433411
Boomer,IL,F,grocery_pos,,,,,,317.63028772541963,260.89393906135354,56.7363486640661,0.0005457401970180145,ex-fraud_Kilback LLC,-0.0005457401970180145
Boomer,IL,M,food_dining,fraud_Kilback LLC,25.34,552.4,527.06,0.005848654176721707,157.81685128663258,78.67444801978932,79.14240326684326,0.0007612613742040345,ex-fraud_Kilback LLC,0.005087392802517673
Boomer,IL,M,grocery_pos,fraud_Kilback LLC,170.9,1918.1599999999999,1747.2599999999998,0.019388911123626854,556.8137029480412,259.153675134535,297.6600278135062,0.0028631564428857038,ex-fraud_Kilback LLC,0.01652575468074115
Boomer,IN,F,food_dining,fraud_Kilback LLC,0.0,625.16,625.16,0.006937245560504198,172.65896416838973,70.94641776762786,101.71254640076187,0.0009783608994759305,ex-fraud_Kilback LLC,0.005958884661028267
Boomer,IN,F,grocery_pos,,,,,,419.3163073241987,209.88275968168261,209.4335476425161,0.0020145164122096194,ex-fraud_Kilback LLC,-0.0020145164122096194
Boomer,IN,M,food_dining,fraud_Kilback LLC,173.42999999999998,0.0,-173.42999999999998,-0.0019245097216044579,131.1415641401597,113.96475443685135,17.176809703308336,0.000165221691778722,ex-fraud_Kilback LLC,-0.0020897314133831797
Boomer,IN,M,grocery_pos,fraud_Kilback LLC,225.58499999999998,1563.28,1337.695,0.014844069838215276,844.3584837099105,305.4486791395155,538.909804570395,0.005183709382896153,ex-fraud_Kilback LLC,0.009660360455319122
Boomer,KS,F,food_dining,,,,,,28.368000000000002,39.91657007233058,-11.548570072330577,-0.0001110843234531539,ex-fraud_Kilback LLC,0.0001110843234531539
Boomer,KS,F,grocery_pos,fraud_Kilback LLC,53.49,0.0,-53.49,-0.0005935652713407281,344.3328921298223,137.32017267765713,207.0127194521652,0.0019912307534625025,ex-fraud_Kilback LLC,-0.0025847960248032305
Boomer,KS,M,food_dining,fraud_Kilback LLC,50.52859448376722,0.0,-50.52859448376722,-0.0005607032883758255,218.85297872985996,70.32760557948096,148.52537315037898,0.0014286479182013141,ex-fraud_Kilback LLC,-0.0019893512065771394
Boomer,KS,M,grocery_pos,fraud_Kilback LLC,208.17000000000002,0.0,-208.17000000000002,-0.002310010890540276,391.328158936702,246.8564121182507,144.4717468184513,0.0013896565681212774,ex-fraud_Kilback LLC,-0.0036996674586615534
Boomer,KY,F,food_dining,fraud_Kilback LLC,50.864999999999995,243.72,192.85500000000002,0.0021400641316959455,209.93377915685997,101.35939528615741,108.57438387070256,0.0010443640988521143,ex-fraud_Kilback LLC,0.0010957000328438312
Boomer,KY,F,grocery_pos,fraud_Kilback LLC,235.215,0.0,-235.215,-0.0026101225518491184,634.6538493354202,225.9347792025387,408.7190701328815,0.003931420176156131,ex-fraud_Kilback LLC,-0.006541542728005249
Boomer,KY,M,food_dining,fraud_Kilback LLC,0.0,275.24,275.24,0.0030542700557828002,118.84500045367211,48.09894025620555,70.74606019746656,0.0006804979477797567,ex-fraud_Kilback LLC,0.0023737721080030437
Boomer,KY,M,grocery_pos,fraud_Kilback LLC,249.24000000000004,0.0,-249.24000000000004,-0.0027657545004479917,231.8652631578947,86.44845598873408,145.41680716916062,0.0013987469913531953,ex-fraud_Kilback LLC,-0.004164501491801187
Boomer,LA,F,food_dining,,,,,,189.50071924554234,98.04900389910375,91.45171534643859,0.0008796631846421676,ex-fraud_Kilback LLC,-0.0008796631846421676
Boomer,LA,F,grocery_pos,fraud_Kilback LLC,155.835,1871.7600000000002,1715.9250000000002,0.01904119439568777,265.46315077757333,185.8821085261546,79.58104225141872,0.0007654805904824625,ex-fraud_Kilback LLC,0.018275713805205308
Boomer,LA,M,food_dining,fraud_Kilback LLC,58.678317439426664,327.04,268.36168256057334,0.002977943072097982,84.35388038294924,58.81431643053535,25.539563952413893,0.0002456620313314617,ex-fraud_Kilback LLC,0.0027322810407665204
Boomer,LA,M,grocery_pos,,,,,,243.59476577551587,148.31586308083075,95.27890269468512,0.0009164764450411357,ex-fraud_Kilback LLC,-0.0009164764450411357
Boomer,MA,F,food_dining,fraud_Kilback LLC,160.66500000000002,0.0,-160.66500000000002,-0.0017828596806871953,67.1929362072013,45.85134431974168,21.34159188745962,0.00020528223679499604,ex-fraud_Kilback LLC,-0.0019881419174821915
Boomer,MA,F,grocery_pos,fraud_Kilback LLC,114.33651297772721,0.0,-114.33651297772721,-0.0012687639437236366,337.8338595577994,162.92435935447403,174.9095002033254,0.001682433701655208,ex-fraud_Kilback LLC,-0.0029511976453788446
Boomer,MA,M,food_dining,,,,,,49.04073325318642,42.73463914908874,6.306094104097674,6.0657569967382616e-05,ex-fraud_Kilback LLC,-6.0657569967382616e-05
Boomer,MA,M,grocery_pos,fraud_Kilback LLC,0.0,1281.8000000000002,1281.8000000000002,0.014223816878006081,239.2481401552603,117.24601041471183,122.00212974054847,0.0011735239910388097,ex-fraud_Kilback LLC,0.013050292886967272
Boomer,MD,F,food_dining,,,,,,141.403369866117,73.1699795970247,68.2333902690923,0.0006563288742662067,ex-fraud_Kilback LLC,-0.0006563288742662067
Boomer,MD,F,grocery_pos,fraud_Kilback LLC,25.295,0.0,-25.295,-0.00028069234508438433,312.42165108078865,122.5288170951003,189.89283398568836,0.0018265566091547585,ex-fraud_Kilback LLC,-0.002107248954239143
Boomer,MD,M,food_dining,,,,,,66.13600126884053,58.00145735449316,8.134543914347368,7.82452114561133e-05,ex-fraud_Kilback LLC,-7.82452114561133e-05
Boomer,MD,M,grocery_pos,fraud_Kilback LLC,143.34,0.0,-143.34,-0.0015906084500650582,286.52821344665614,175.78492382482105,110.74328962183509,0.0010652265455870103,ex-fraud_Kilback LLC,-0.0026558349956520688
Boomer,ME,F,food_dining,fraud_Kilback LLC,61.335,0.0,-61.335,-0.0006806192917869425,115.14934637530789,33.166608846415755,81.98273752889213,0.0007885822120137703,ex-fraud_Kilback LLC,-0.0014692015038007128
Boomer,ME,F,grocery_pos,fraud_Kilback LLC,144.23000000000002,0.0,-144.23000000000002,-0.0016004845594592115,200.9766861899995,146.7050487140539,54.271637475945596,0.0005220324329290416,ex-fraud_Kilback LLC,-0.0021225169923882532
Boomer,ME,M,food_dining,fraud_Kilback LLC,0.0,0.0,0.0,0.0,143.56147108724392,83.58447183870419,59.97699924853973,0.0005769116299720229,ex-fraud_Kilback LLC,-0.0005769116299720229
Boomer,ME,M,grocery_pos,fraud_Kilback LLC,160.91,0.0,-160.91,-0.0017855783849586194,414.08349910514676,234.51774631210347,179.5657527930433,0.0017272216421115824,ex-fraud_Kilback LLC,-0.003512800027070202
Boomer,MI,F,food_dining,,,,,,23.98153846153846,35.67076923076923,-11.689230769230772,-0.00011243732198489802,ex-fraud_Kilback LLC,0.00011243732198489802
Boomer,MI,F,grocery_pos,,,,,,129.03,78.464073738129,50.565926261871,0.00048638763703223075,ex-fraud_Kilback LLC,-0.00048638763703223075
Boomer,MI,M,food_dining,fraud_Kilback LLC,0.0,0.0,0.0,0.0,313.47630772152183,189.41200815414547,124.06429956737637,0.0011933597575989943,ex-fraud_Kilback LLC,-0.0011933597575989943
Boomer,MI,M,grocery_pos,fraud_Kilback LLC,810.1800000000001,0.0,-810.1800000000001,-0.008990366639275212,696.789629550525,385.88232068007204,310.90730887045294,0.002990580465477943,ex-fraud_Kilback LLC,-0.011980947104753156
Boomer,MN,F,food_dining,fraud_Kilback LLC,35.677450277358204,0.0,-35.677450277358204,-0.0003959038222962321,145.61892360276215,82.83778275857489,62.78114084418726,0.0006038843348236541,ex-fraud_Kilback LLC,-0.0009997881571198863
Boomer,MN,F,grocery_pos,fraud_Kilback LLC,104.5,1534.6399999999999,1430.1399999999999,0.015869909088712445,110.58875,61.799954713854724,48.78879528614528,0.0004692936253156533,ex-fraud_Kilback LLC,0.015400615463396793
Boomer,MN,M,food_dining,fraud_Kilback LLC,27.88,0.0,-27.88,-0.00030937744933594123,107.64851316048973,84.60217731420205,23.046335846287676,0.00022167996639625476,ex-fraud_Kilback LLC,-0.000531057415732196
Boomer,MN,M,grocery_pos,fraud_Kilback LLC,0.0,356.8,356.8,0.00395932115936384,283.498344575914,149.64908599443538,133.84925858147864,0.0012874801158156922,ex-fraud_Kilback LLC,0.0026718410435481476
Boomer,MO,F,food_dining,fraud_Kilback LLC,540.84,0.0,-540.84,-0.006001567421049157,291.83638658119594,99.73989191704315,192.09649466415277,0.0018477533594064661,ex-fraud_Kilback LLC,-0.007849320780455624
Boomer,MO,F,grocery_pos,fraud_Kilback LLC,306.04019136443867,425.58495071234233,119.54475934790366,0.0013265585627164045,879.9374319487604,497.3493867931496,382.58804515561076,0.0036800689514973894,ex-fraud_Kilback LLC,-0.002353510388780985
Boomer,MO,M,food_dining,,,,,,53.25190410406047,36.3845231488472,16.86738095521327,0.00016224533341367638,ex-fraud_Kilback LLC,-0.00016224533341367638
Boomer,MO,M,grocery_pos,fraud_Kilback LLC,72.78,0.0,-72.78,-0.0008076216198948997,84.15099959326734,111.29407699716897,-27.14307740390163,-0.0002610860367096963,ex-fraud_Kilback LLC,-0.0005465355831852034
Boomer,MS,F,food_dining,fraud_Kilback LLC,58.805,0.0,-58.805,-0.00065254450890244,131.75578492552066,79.48016192306783,52.27562300245283,0.0005028330068527447,ex-fraud_Kilback LLC,-0.0011553775157551846
Boomer,MS,F,grocery_pos,fraud_Kilback LLC,787.08,406.24,-380.84000000000003,-0.004226087080527256,363.1859230517505,200.2459344688291,162.9399885829214,0.0015673003914627268,ex-fraud_Kilback LLC,-0.005793387471989982
Boomer,MS,M,food_dining,,,,,,47.43163469087465,29.039075782796324,18.39255890807833,0.0001769158389376118,ex-fraud_Kilback LLC,-0.0001769158389376118
Boomer,MS,M,grocery_pos,fraud_Kilback LLC,140.10500000000002,509.08,368.97499999999997,0.0040944241165254275,380.7497746726155,229.6142212725434,151.1355534000721,0.0014537549319105388,ex-fraud_Kilback LLC,0.0026406691846148885
Boomer,MT,M,food_dining,fraud_Kilback LLC,0.0,25.4,25.4,0.00028185750405785177,76.49481481481482,50.130473886301374,26.364340928513442,0.0002535954630737403,ex-fraud_Kilback LLC,2.8262040984111485e-05
Boomer,MT,M,grocery_pos,fraud_Kilback LLC,67.325,539.64,472.315,0.0052411624814600105,161.95481115548768,151.7438896937382,10.210921461749479,9.821764039249808e-05,ex-fraud_Kilback LLC,0.0051429448410675125
Boomer,NC,F,food_dining,,,,,,102.58470588235295,47.75979634832553,54.82490953402742,0.0005273542911221011,ex-fraud_Kilback LLC,-0.0005273542911221011
Boomer,NC,F,grocery_pos,fraud_Kilback LLC,0.0,0.0,0.0,0.0,204.3601390198637,96.73857189774031,107.6215671221234,0.0010351990677506153,ex-fraud_Kilback LLC,-0.0010351990677506153
Boomer,NC,M,food_dining,fraud_Kilback LLC,25.47,0.0,-25.47,-0.0002826342767068301,187.37615735694365,87.41045322571817,99.96570413122548,0.0009615582312256213,ex-fraud_Kilback LLC,-0.0012441925079324514
Boomer,NC,M,grocery_pos,fraud_Kilback LLC,125.12,0.0,-125.12,-0.0013884256262881266,240.67391659334672,135.95103655908161,104.7228800342651,0.0010073169410422522,ex-fraud_Kilback LLC,-0.002395742567330379
Boomer,ND,F,food_dining,fraud_Kilback LLC,0.0,0.0,0.0,0.0,64.27786703831002,46.01295972056325,18.26490731774677,0.0001756879734563541,ex-fraud_Kilback LLC,-0.0001756879734563541
Boomer,ND,F,grocery_pos,fraud_Kilback LLC,0.0,957.0,957.0,0.01061959178674662,381.7895143312907,217.4068314089665,164.38268292232422,0.0015811774969085543,ex-fraud_Kilback LLC,0.009038414289838067
Boomer,NE,F,food_dining,fraud_Kilback LLC,49.565,341.44,291.875,0.0032388645274364367,76.33015104952592,65.93361558829922,10.396535461226705,0.00010000303940087945,ex-fraud_Kilback LLC,0.0031388614880355574
Boomer,NE,F,grocery_pos,fraud_Kilback LLC,60.905,1445.4,1384.4950000000001,0.015363397837817936,261.5693422203845,141.38373857264565,120.18560364773884,0.0011560510423714917,ex-fraud_Kilback LLC,0.014207346795446444
Boomer,NE,M,food_dining,fraud_Kilback LLC,6.17,0.0,-6.17,-6.846696063137582e-05,71.46711474900492,46.61469959080305,24.85241515820187,0.00023905242871930999,ex-fraud_Kilback LLC,-0.00030751938935068583
Boomer,NE,M,grocery_pos,fraud_Kilback LLC,98.17238906029779,0.0,-98.17238906029779,-0.001089394667241413,455.1218594323787,218.43347169060843,236.68838774177027,0.002276677481007512,ex-fraud_Kilback LLC,-0.0033660721482489248
Boomer,NH,F,food_dining,,,,,,236.04749999999999,63.922176980872436,172.12532301912756,0.0016556530321053624,ex-fraud_Kilback LLC,-0.0016556530321053624
Boomer,NH,F,grocery_pos,,,,,,81.16,69.63245738480366,11.527542615196339,0.00011088206284122815,ex-fraud_Kilback LLC,-0.00011088206284122815
Boomer,NH,M,food_dining,fraud_Kilback LLC,144.62707927225097,0.0,-144.62707927225097,-0.0016048908497186508,134.55652961161783,80.38506247823805,54.17146713337978,0.0005210689063050265,ex-fraud_Kilback LLC,-0.0021259597560236774
Boomer,NH,M,grocery_pos,fraud_Kilback LLC,0.0,0.0,0.0,0.0,391.6489704190908,156.12735005937304,235.52162035971776,0.002265454484181866,ex-fraud_Kilback LLC,-0.002265454484181866
Boomer,NJ,M,food_dining,,,,,,20.683636363636364,83.07318181818181,-62.38954545454544,-0.0006001176252956964,ex-fraud_Kilback LLC,0.0006001176252956964
Boomer,NJ,M,grocery_pos,fraud_Kilback LLC,130.17000000000002,0.0,-130.17000000000002,-0.0014444642245358492,192.22782608695653,46.94861137410493,145.2792147128516,0.0013974235058631635,ex-fraud_Kilback LLC,-0.0028418877303990125
Boomer,NM,F,food_dining,fraud_Kilback LLC,0.0,0.0,0.0,0.0,18.614814814814817,63.61096024100699,-44.99614542619217,-0.00043281257691321954,ex-fraud_Kilback LLC,0.00043281257691321954
Boomer,NM,F,grocery_pos,fraud_Kilback LLC,0.0,0.0,0.0,0.0,290.0249435951594,97.16994428811036,192.85499930704907,0.001855049325449404,ex-fraud_Kilback LLC,-0.001855049325449404
Boomer,NM,M,food_dining,fraud_Kilback LLC,38.045,0.0,-38.045,-0.0004221759347197233,96.47333333333334,8.20804623783152,88.26528709550182,0.0008490133098723559,ex-fraud_Kilback LLC,-0.001271189244592079
Boomer,NM,M,grocery_pos,,,,,,251.304,86.42385426568045,164.88014573431957,0.0015859625325941415,ex-fraud_Kilback LLC,-0.0015859625325941415
Boomer,NV,M,food_dining,fraud_Kilback LLC,83.57,0.0,-83.57,-0.0009273555753588454,78.18572796304164,57.63237377716488,20.553354185876763,0.00019770027199310342,ex-fraud_Kilback LLC,-0.0011250558473519488
Boomer,NV,M,grocery_pos,fraud_Kilback LLC,0.0,0.0,0.0,0.0,217.69734741663888,121.52101145502456,96.17633596161431,0.0009251087490126927,ex-fraud_Kilback LLC,-0.0009251087490126927
Boomer,NY,F,food_dining,fraud_Kilback LLC,204.485,576.9200000000001,372.43500000000006,0.004132818878889215,700.5876013620081,189.92977932718736,510.6578220348207,0.004911956919472666,ex-fraud_Kilback LLC,-0.0007791380405834511
Boomer,NY,F,grocery_pos,fraud_Kilback LLC,644.0460044456521,0.0,-644.0460044456521,-0.0071468188705308515,1064.2778776462628,737.8267121307291,326.4511655155337,0.0031400949757988865,ex-fraud_Kilback LLC,-0.010286913846329737
Boomer,NY,M,food_dining,fraud_Kilback LLC,198.78,460.64,261.86,0.0029057955123066564,320.10722831501863,178.26604774007993,141.8411805749387,0.0013643534639595403,ex-fraud_Kilback LLC,0.001541442048347116
Boomer,NY,M,grocery_pos,fraud_Kilback LLC,76.53,0.0,-76.53,-0.0008492344403758818,1233.1907729504605,428.88603388480107,804.3047390656595,0.007736511726533062,ex-fraud_Kilback LLC,-0.008585746166908943
Boomer,OH,F,food_dining,fraud_Kilback LLC,0.0,0.0,0.0,0.0,176.64212596178035,94.88634463535358,81.75578132642677,0.0007863991472666665,ex-fraud_Kilback LLC,-0.0007863991472666665
Boomer,OH,F,grocery_pos,fraud_Kilback LLC,145.565,0.0,-145.565,-0.0016152987235504407,758.61005477857,373.69164986969764,384.91840490887233,0.0037024844050965967,ex-fraud_Kilback LLC,-0.005317783128647037
Boomer,OH,M,food_dining,fraud_Kilback LLC,442.57500000000005,84.48,-358.095,-0.0039736914533699385,237.1030305111337,121.42094564487822,115.6820848662555,0.0011127322302703939,ex-fraud_Kilback LLC,-0.005086423683640332
Boomer,OH,M,grocery_pos,fraud_Kilback LLC,0.0,0.0,0.0,0.0,558.3724678460993,321.60273101376157,236.76973683233774,0.0022774599682446866,ex-fraud_Kilback LLC,-0.0022774599682446866
Boomer,OK,F,food_dining,fraud_Kilback LLC,89.285,466.12,376.83500000000004,0.0041816445882535665,72.05598534205515,21.42696671296357,50.62901862909158,0.0004869945150165925,ex-fraud_Kilback LLC,0.003694650073236974
Boomer,OK,F,grocery_pos,fraud_Kilback LLC,193.15641767719526,0.0,-193.15641767719526,-0.0021434088889468574,207.2895238095238,126.36965429329642,80.9198695162274,0.0007783586108780988,ex-fraud_Kilback LLC,-0.002921767499824956
Boomer,OK,M,food_dining,fraud_Kilback LLC,19.497182288866128,861.6845136890462,842.18733140018,0.009345544062110142,116.37128205128204,91.24668421186743,25.124597839414605,0.0002416705215921777,ex-fraud_Kilback LLC,0.009103873540517966
Boomer,OK,M,grocery_pos,fraud_Kilback LLC,0.0,0.0,0.0,0.0,177.70822968081077,150.3056623141656,27.402567366645172,0.00026358203983161646,ex-fraud_Kilback LLC,-0.00026358203983161646
Boomer,OR,F,food_dining,fraud_Kilback LLC,22.87,0.0,-22.87,-0.00025378272117334926,192.18566587357464,75.96239048081254,116.22327539276209,0.0011179378776466243,ex-fraud_Kilback LLC,-0.0013717205988199735
Boomer,OR,F,grocery_pos,fraud_Kilback LLC,247.29000000000002,935.1999999999999,687.9099999999999,0.007633566756552629,505.2151742481211,243.90101611845665,261.31415812966446,0.002513549840608642,ex-fraud_Kilback LLC,0.005120016915943987
Boomer,OR,M,food_dining,fraud_Kilback LLC,187.2090232712995,0.0,-187.2090232712995,-0.002077412127415621,138.37921209756266,48.37661676603155,90.0025953315311,0.0008657242713870882,ex-fraud_Kilback LLC,-0.002943136398802709
Boomer,OR,M,grocery_pos,fraud_Kilback LLC,0.0,481.4,481.4,0.005341976474545269,195.12893138773546,75.4713921260061,119.65753926172937,0.001150971653781201,ex-fraud_Kilback LLC,0.004191004820764069
Boomer,PA,F,food_dining,fraud_Kilback LLC,474.14285010301296,1423.76,949.617149896987,0.010537666129153373,287.75558004637605,159.38981967062733,128.36576037574872,0.0012347349980630176,ex-fraud_Kilback LLC,0.009302931131090356
Boomer,PA,F,grocery_pos,fraud_Kilback LLC,118.525,1852.4,1733.875,0.01924038109639007,1878.4132105937654,648.3373968617592,1230.0758137320063,0.011831953108367156,ex-fraud_Kilback LLC,0.007408427988022914
Boomer,PA,M,food_dining,fraud_Kilback LLC,231.11278402028006,0.0,-231.11278402028006,-0.002564601277945571,220.44583396116843,84.57060811762354,135.8752258435449,0.0013069676542066208,ex-fraud_Kilback LLC,-0.003871568932152192
Boomer,PA,M,grocery_pos,fraud_Kilback LLC,414.84000000000003,0.0,-414.84000000000003,-0.0046033766528881595,723.629737402585,218.72663261739538,504.9031047851896,0.004856602977959935,ex-fraud_Kilback LLC,-0.009459979630848095
